date,heure,conso
11/01/2015,09:30,62871
11/01/2015,09:45,64615
11/01/2015,10:00,66107
11/01/2015,10:15,61125
11/01/2015,10:30,67675
11/01/2015,10:45,69520
11/01/2015,11:00,74375
11/01/2015,11:15,77409
11/01/2015,11:30,79750
11/01/2015,11:45,79906
11/01/2015,12:00,75213
11/01/2015,12:15,61454
11/01/2015,12:30,64332
11/01/2015,12:45,77586
11/01/2015,13:00,69140
11/01/2015,13:15,78175
11/01/2015,13:30,61973
11/01/2015,13:45,73471
11/01/2015,14:00,67046
11/01/2015,14:15,74524
11/01/2015,14:30,76094
11/01/2015,14:45,72196
11/01/2015,15:00,78848
11/01/2015,15:15,60323
11/01/2015,15:30,60812
11/01/2015,15:45,79497
11/01/2015,16:00,64346
11/01/2015,16:15,62560
11/01/2015,16:30,63345
11/01/2015,16:45,62300
11/01/2015,17:00,72854
11/01/2015,17:15,73227
11/01/2015,17:30,67717
11/01/2015,17:45,72619
11/01/2015,18:00,67438
11/01/2015,18:15,64522
11/01/2015,18:30,62781
11/01/2015,18:45,78178
11/01/2015,19:00,62837
11/01/2015,19:15,66940
11/01/2015,19:30,75897
11/01/2015,19:45,75113
11/01/2015,20:00,70683
11/01/2015,20:15,68265
11/01/2015,20:30,65267
11/01/2015,20:45,76005
11/01/2015,21:00,70195
11/01/2015,21:15,79324
11/01/2015,21:30,68078
11/01/2015,21:45,63864
11/01/2015,22:00,71925
11/01/2015,22:15,60791
11/01/2015,22:30,73911
11/01/2015,22:45,62218
11/01/2015,23:00,77731
11/01/2015,23:15,73895
11/01/2015,23:30,78458
11/01/2015,23:45,73179
12/01/2015,00:00,60887
12/01/2015,00:15,78985
12/01/2015,00:30,67706
12/01/2015,00:45,68427
12/01/2015,01:00,79019
12/01/2015,01:15,68339
12/01/2015,01:30,65724
12/01/2015,01:45,65147
12/01/2015,02:00,66189
12/01/2015,02:15,70788
12/01/2015,02:30,74115
12/01/2015,02:45,77896
12/01/2015,03:00,76308
12/01/2015,03:15,69778
12/01/2015,03:30,61825
12/01/2015,03:45,78726
12/01/2015,04:00,72957
12/01/2015,04:15,60393
12/01/2015,04:30,73640
12/01/2015,04:45,61926
12/01/2015,05:00,68560
12/01/2015,05:15,75433
12/01/2015,05:30,75286
12/01/2015,05:45,68645
12/01/2015,06:00,73103
12/01/2015,06:15,74065
12/01/2015,06:30,62443
12/01/2015,06:45,76583
12/01/2015,07:00,79681
12/01/2015,07:15,63441
12/01/2015,07:30,71541
12/01/2015,07:45,70712
12/01/2015,08:00,67652
12/01/2015,08:15,71295
12/01/2015,08:30,62950
12/01/2015,08:45,64165
12/01/2015,09:00,77191
12/01/2015,09:15,65363
12/01/2015,09:30,73613
12/01/2015,09:45,71894
12/01/2015,10:00,69159
12/01/2015,10:15,60934
12/01/2015,10:30,69917
12/01/2015,10:45,66696
12/01/2015,11:00,73144
12/01/2015,11:15,66656
12/01/2015,11:30,65553
12/01/2015,11:45,72404
12/01/2015,12:00,73170
12/01/2015,12:15,76248
12/01/2015,12:30,75358
12/01/2015,12:45,61789
12/01/2015,13:00,61745
12/01/2015,13:15,60020
12/01/2015,13:30,78360
12/01/2015,13:45,73390
12/01/2015,14:00,63733
12/01/2015,14:15,78645
12/01/2015,14:30,71196
12/01/2015,14:45,74288
12/01/2015,15:00,77873
12/01/2015,15:15,62677
12/01/2015,15:30,77251
12/01/2015,15:45,76254
12/01/2015,16:00,78716
12/01/2015,16:15,74349
12/01/2015,16:30,77506
12/01/2015,16:45,60089
12/01/2015,17:00,69504
12/01/2015,17:15,63180
12/01/2015,17:30,75617
12/01/2015,17:45,69416
12/01/2015,18:00,61162
12/01/2015,18:15,78844
12/01/2015,18:30,67993
12/01/2015,18:45,69051
12/01/2015,19:00,78320
12/01/2015,19:15,70314
12/01/2015,19:30,76636
12/01/2015,19:45,65761
12/01/2015,20:00,62075
12/01/2015,20:15,79506
12/01/2015,20:30,62488
12/01/2015,20:45,68069
12/01/2015,21:00,62458
12/01/2015,21:15,67113
12/01/2015,21:30,71670
12/01/2015,21:45,73501
12/01/2015,22:00,64312
12/01/2015,22:15,67616
12/01/2015,22:30,66652
12/01/2015,22:45,63179
12/01/2015,23:00,75475
12/01/2015,23:15,64927
12/01/2015,23:30,69156
12/01/2015,23:45,66562
13/01/2015,00:00,72500
13/01/2015,00:15,66408
13/01/2015,00:30,61579
13/01/2015,00:45,63446
13/01/2015,01:00,75546
13/01/2015,01:15,78093
13/01/2015,01:30,67277
13/01/2015,01:45,76922
13/01/2015,02:00,65579
13/01/2015,02:15,62289
13/01/2015,02:30,78391
13/01/2015,02:45,60005
13/01/2015,03:00,64027
13/01/2015,03:15,66377
13/01/2015,03:30,74236
13/01/2015,03:45,67541
13/01/2015,04:00,67817
13/01/2015,04:15,61915
13/01/2015,04:30,63104
13/01/2015,04:45,65197
13/01/2015,05:00,67360
13/01/2015,05:15,74416
13/01/2015,05:30,77201
13/01/2015,05:45,60419
13/01/2015,06:00,69805
13/01/2015,06:15,62864
13/01/2015,06:30,70780
13/01/2015,06:45,67027
13/01/2015,07:00,69045
13/01/2015,07:15,73791
13/01/2015,07:30,69895
13/01/2015,07:45,77443
13/01/2015,08:00,79867
13/01/2015,08:15,69032
13/01/2015,08:30,71164
13/01/2015,08:45,68632
13/01/2015,09:00,64495
13/01/2015,09:15,79175
13/01/2015,09:30,73790
13/01/2015,09:45,73967
13/01/2015,10:00,60258
13/01/2015,10:15,79600
13/01/2015,10:30,70191
13/01/2015,10:45,74011
13/01/2015,11:00,73564
13/01/2015,11:15,78918
13/01/2015,11:30,65560
13/01/2015,11:45,66564
13/01/2015,12:00,75779
13/01/2015,12:15,60673
13/01/2015,12:30,67294
13/01/2015,12:45,68429
13/01/2015,13:00,77866
13/01/2015,13:15,70256
13/01/2015,13:30,63804
13/01/2015,13:45,78097
13/01/2015,14:00,64774
13/01/2015,14:15,72059
13/01/2015,14:30,78294
13/01/2015,14:45,66639
13/01/2015,15:00,61527
13/01/2015,15:15,66749
13/01/2015,15:30,62620
13/01/2015,15:45,61569
13/01/2015,16:00,73680
13/01/2015,16:15,71330
13/01/2015,16:30,71176
13/01/2015,16:45,60951
13/01/2015,17:00,60736
13/01/2015,17:15,78559
13/01/2015,17:30,76550
13/01/2015,17:45,72643
13/01/2015,18:00,77514
13/01/2015,18:15,76909
13/01/2015,18:30,64312
13/01/2015,18:45,79023
13/01/2015,19:00,76737
13/01/2015,19:15,62842
13/01/2015,19:30,60384
13/01/2015,19:45,65267
13/01/2015,20:00,63759
13/01/2015,20:15,67015
13/01/2015,20:30,67345
13/01/2015,20:45,67629
13/01/2015,21:00,61602
13/01/2015,21:15,72557
13/01/2015,21:30,77545
13/01/2015,21:45,71014
13/01/2015,22:00,69209
13/01/2015,22:15,73048
13/01/2015,22:30,73000
13/01/2015,22:45,76823
13/01/2015,23:00,61972
13/01/2015,23:15,72935
13/01/2015,23:30,60971
13/01/2015,23:45,75811
14/01/2015,00:00,70727
14/01/2015,00:15,68652
14/01/2015,00:30,71463
14/01/2015,00:45,70704
14/01/2015,01:00,68722
14/01/2015,01:15,78140
14/01/2015,01:30,75602
14/01/2015,01:45,68318
14/01/2015,02:00,67957
14/01/2015,02:15,64770
14/01/2015,02:30,75799
14/01/2015,02:45,68766
14/01/2015,03:00,76717
14/01/2015,03:15,79042
14/01/2015,03:30,60849
14/01/2015,03:45,69450
14/01/2015,04:00,65695
14/01/2015,04:15,72570
14/01/2015,04:30,72251
14/01/2015,04:45,76368
14/01/2015,05:00,63934
14/01/2015,05:15,67034
14/01/2015,05:30,65725
14/01/2015,05:45,63937
14/01/2015,06:00,64823
14/01/2015,06:15,72235
14/01/2015,06:30,65793
14/01/2015,06:45,70658
14/01/2015,07:00,70352
14/01/2015,07:15,78273
14/01/2015,07:30,71165
14/01/2015,07:45,74940
14/01/2015,08:00,66106
14/01/2015,08:15,65535
14/01/2015,08:30,76369
14/01/2015,08:45,60124
14/01/2015,09:00,60686
14/01/2015,09:15,68818
14/01/2015,09:30,79689
14/01/2015,09:45,71312
14/01/2015,10:00,61265
14/01/2015,10:15,76108
14/01/2015,10:30,62801
14/01/2015,10:45,78070
14/01/2015,11:00,77492
14/01/2015,11:15,62051
14/01/2015,11:30,71676
14/01/2015,11:45,68994
14/01/2015,12:00,73778
14/01/2015,12:15,66879
14/01/2015,12:30,73771
14/01/2015,12:45,75874
14/01/2015,13:00,65661
14/01/2015,13:15,72838
14/01/2015,13:30,75717
14/01/2015,13:45,62314
14/01/2015,14:00,66768
14/01/2015,14:15,66932
14/01/2015,14:30,76305
14/01/2015,14:45,75742
14/01/2015,15:00,74532
14/01/2015,15:15,77692
14/01/2015,15:30,75774
14/01/2015,15:45,60685
14/01/2015,16:00,75689
14/01/2015,16:15,64577
14/01/2015,16:30,67679
14/01/2015,16:45,71963
14/01/2015,17:00,78908
14/01/2015,17:15,71339
14/01/2015,17:30,72191
14/01/2015,17:45,72606
14/01/2015,18:00,65510
14/01/2015,18:15,77642
14/01/2015,18:30,68536
14/01/2015,18:45,60023
14/01/2015,19:00,71159
14/01/2015,19:15,73864
14/01/2015,19:30,67590
14/01/2015,19:45,75398
14/01/2015,20:00,60706
14/01/2015,20:15,60525
14/01/2015,20:30,75874
14/01/2015,20:45,79832
14/01/2015,21:00,60879
14/01/2015,21:15,68440
14/01/2015,21:30,60126
14/01/2015,21:45,74026
14/01/2015,22:00,69896
14/01/2015,22:15,63994
14/01/2015,22:30,67392
14/01/2015,22:45,66568
14/01/2015,23:00,65440
14/01/2015,23:15,69044
14/01/2015,23:30,75855
14/01/2015,23:45,75053
15/01/2015,00:00,68950
15/01/2015,00:15,64594
15/01/2015,00:30,64953
15/01/2015,00:45,68650
15/01/2015,01:00,68327
15/01/2015,01:15,61893
15/01/2015,01:30,60987
15/01/2015,01:45,77713
15/01/2015,02:00,78418
15/01/2015,02:15,67785
15/01/2015,02:30,68081
15/01/2015,02:45,64727
15/01/2015,03:00,75518
15/01/2015,03:15,66053
15/01/2015,03:30,67263
15/01/2015,03:45,78525
15/01/2015,04:00,68628
15/01/2015,04:15,75533
15/01/2015,04:30,75469
15/01/2015,04:45,62638
15/01/2015,05:00,71378
15/01/2015,05:15,64718
15/01/2015,05:30,74171
15/01/2015,05:45,71988
15/01/2015,06:00,64059
15/01/2015,06:15,71013
15/01/2015,06:30,72884
15/01/2015,06:45,72709
15/01/2015,07:00,74545
15/01/2015,07:15,63579
15/01/2015,07:30,62176
15/01/2015,07:45,69109
15/01/2015,08:00,63512
15/01/2015,08:15,75029
15/01/2015,08:30,61588
15/01/2015,08:45,60873
15/01/2015,09:00,62447
15/01/2015,09:15,66705
15/01/2015,09:30,67855
15/01/2015,09:45,71732
15/01/2015,10:00,65538
15/01/2015,10:15,71623
15/01/2015,10:30,62127
15/01/2015,10:45,74837
15/01/2015,11:00,74936
15/01/2015,11:15,62339
15/01/2015,11:30,60798
15/01/2015,11:45,74001
15/01/2015,12:00,71550
15/01/2015,12:15,71119
15/01/2015,12:30,73767
15/01/2015,12:45,79716
15/01/2015,13:00,71109
15/01/2015,13:15,63669
15/01/2015,13:30,66897
15/01/2015,13:45,68830
15/01/2015,14:00,74442
15/01/2015,14:15,67844
15/01/2015,14:30,67738
15/01/2015,14:45,65757
15/01/2015,15:00,74370
15/01/2015,15:15,63097
15/01/2015,15:30,61748
15/01/2015,15:45,71692
15/01/2015,16:00,77929
15/01/2015,16:15,70002
15/01/2015,16:30,65823
15/01/2015,16:45,65409
15/01/2015,17:00,69466
15/01/2015,17:15,73190
15/01/2015,17:30,60530
15/01/2015,17:45,76185
15/01/2015,18:00,70771
15/01/2015,18:15,61831
15/01/2015,18:30,74271
15/01/2015,18:45,79668
15/01/2015,19:00,74312
15/01/2015,19:15,60216
15/01/2015,19:30,62682
15/01/2015,19:45,79800
15/01/2015,20:00,68967
15/01/2015,20:15,61473
15/01/2015,20:30,72674
15/01/2015,20:45,78881
15/01/2015,21:00,74946
15/01/2015,21:15,60072
15/01/2015,21:30,63715
15/01/2015,21:45,74727
15/01/2015,22:00,68308
15/01/2015,22:15,74663
15/01/2015,22:30,76116
15/01/2015,22:45,67024
15/01/2015,23:00,63784
15/01/2015,23:15,68219
15/01/2015,23:30,64813
15/01/2015,23:45,64919
16/01/2015,00:00,67365
16/01/2015,00:15,61760
16/01/2015,00:30,72236
16/01/2015,00:45,72120
16/01/2015,01:00,74198
16/01/2015,01:15,73959
16/01/2015,01:30,79161
16/01/2015,01:45,75730
16/01/2015,02:00,70374
16/01/2015,02:15,66923
16/01/2015,02:30,64943
16/01/2015,02:45,72933
16/01/2015,03:00,79887
16/01/2015,03:15,77431
16/01/2015,03:30,60933
16/01/2015,03:45,74776
16/01/2015,04:00,79850
16/01/2015,04:15,72521
16/01/2015,04:30,62312
16/01/2015,04:45,69441
16/01/2015,05:00,66793
16/01/2015,05:15,65830
16/01/2015,05:30,68238
16/01/2015,05:45,76068
16/01/2015,06:00,76254
16/01/2015,06:15,65311
16/01/2015,06:30,68228
16/01/2015,06:45,70453
16/01/2015,07:00,65711
16/01/2015,07:15,62687
16/01/2015,07:30,61470
16/01/2015,07:45,66713
16/01/2015,08:00,79008
16/01/2015,08:15,64531
16/01/2015,08:30,75398
16/01/2015,08:45,66676
16/01/2015,09:00,61490
16/01/2015,09:15,60156
16/01/2015,09:30,62859
16/01/2015,09:45,73039
16/01/2015,10:00,60588
16/01/2015,10:15,78046
16/01/2015,10:30,67455
16/01/2015,10:45,74409
16/01/2015,11:00,64092
16/01/2015,11:15,69781
16/01/2015,11:30,62978
16/01/2015,11:45,62876
16/01/2015,12:00,76992
16/01/2015,12:15,60239
16/01/2015,12:30,75605
16/01/2015,12:45,60084
16/01/2015,13:00,70184
16/01/2015,13:15,65734
16/01/2015,13:30,61370
16/01/2015,13:45,63887
16/01/2015,14:00,61761
16/01/2015,14:15,63960
16/01/2015,14:30,61295
16/01/2015,14:45,73884
16/01/2015,15:00,76158
16/01/2015,15:15,78712
16/01/2015,15:30,78247
16/01/2015,15:45,62808
16/01/2015,16:00,66577
16/01/2015,16:15,69311
16/01/2015,16:30,78422
16/01/2015,16:45,62625
16/01/2015,17:00,64572
16/01/2015,17:15,76210
16/01/2015,17:30,63758
16/01/2015,17:45,68001
16/01/2015,18:00,68205
16/01/2015,18:15,60571
16/01/2015,18:30,62001
16/01/2015,18:45,79701
16/01/2015,19:00,78164
16/01/2015,19:15,64976
16/01/2015,19:30,66870
16/01/2015,19:45,63252
16/01/2015,20:00,71137
16/01/2015,20:15,76167
16/01/2015,20:30,67133
16/01/2015,20:45,74158
16/01/2015,21:00,62531
16/01/2015,21:15,64004
16/01/2015,21:30,68617
16/01/2015,21:45,73905
16/01/2015,22:00,69114
16/01/2015,22:15,71849
16/01/2015,22:30,68739
16/01/2015,22:45,64470
16/01/2015,23:00,74342
16/01/2015,23:15,72823
16/01/2015,23:30,72593
16/01/2015,23:45,60229
17/01/2015,00:00,60104
17/01/2015,00:15,60809
17/01/2015,00:30,71701
17/01/2015,00:45,79703
17/01/2015,01:00,79548
17/01/2015,01:15,62760
17/01/2015,01:30,76401
17/01/2015,01:45,60788
17/01/2015,02:00,65894
17/01/2015,02:15,62829
17/01/2015,02:30,68951
17/01/2015,02:45,65333
17/01/2015,03:00,73344
17/01/2015,03:15,79463
17/01/2015,03:30,66327
17/01/2015,03:45,65047
17/01/2015,04:00,74481
17/01/2015,04:15,70509
17/01/2015,04:30,77305
17/01/2015,04:45,65658
17/01/2015,05:00,69544
17/01/2015,05:15,65059
17/01/2015,05:30,64476
17/01/2015,05:45,65553
17/01/2015,06:00,76217
17/01/2015,06:15,76517
17/01/2015,06:30,79521
17/01/2015,06:45,79403
17/01/2015,07:00,76530
17/01/2015,07:15,68331
17/01/2015,07:30,78944
17/01/2015,07:45,78125
17/01/2015,08:00,62262
17/01/2015,08:15,76926
17/01/2015,08:30,68705
17/01/2015,08:45,70945
17/01/2015,09:00,62794
17/01/2015,09:15,65855
17/01/2015,09:30,70445
17/01/2015,09:45,77263
17/01/2015,10:00,67123
17/01/2015,10:15,68857
17/01/2015,10:30,64570
17/01/2015,10:45,63063
17/01/2015,11:00,74854
17/01/2015,11:15,60486
17/01/2015,11:30,64547
17/01/2015,11:45,63048
17/01/2015,12:00,66840
17/01/2015,12:15,67078
17/01/2015,12:30,68195
17/01/2015,12:45,62518
17/01/2015,13:00,68257
17/01/2015,13:15,77662
17/01/2015,13:30,66507
17/01/2015,13:45,76148
17/01/2015,14:00,62272
17/01/2015,14:15,74387
17/01/2015,14:30,79952
17/01/2015,14:45,73408
17/01/2015,15:00,76374
17/01/2015,15:15,71783
17/01/2015,15:30,62400
17/01/2015,15:45,60858
17/01/2015,16:00,77417
17/01/2015,16:15,79542
17/01/2015,16:30,69298
17/01/2015,16:45,73280
17/01/2015,17:00,63733
17/01/2015,17:15,68334
17/01/2015,17:30,70274
17/01/2015,17:45,68233
17/01/2015,18:00,63436
17/01/2015,18:15,79842
17/01/2015,18:30,78273
17/01/2015,18:45,64441
17/01/2015,19:00,61628
17/01/2015,19:15,72004
17/01/2015,19:30,66480
17/01/2015,19:45,63766
17/01/2015,20:00,68872
17/01/2015,20:15,68690
17/01/2015,20:30,79629
17/01/2015,20:45,60533
17/01/2015,21:00,79065
17/01/2015,21:15,67408
17/01/2015,21:30,70981
17/01/2015,21:45,65530
17/01/2015,22:00,70281
17/01/2015,22:15,75099
17/01/2015,22:30,76589
17/01/2015,22:45,67897
17/01/2015,23:00,67265
17/01/2015,23:15,75858
17/01/2015,23:30,75398
17/01/2015,23:45,70824
18/01/2015,00:00,64264
18/01/2015,00:15,74279
18/01/2015,00:30,68201
18/01/2015,00:45,76840
18/01/2015,01:00,61247
18/01/2015,01:15,64485
18/01/2015,01:30,68696
18/01/2015,01:45,66892
18/01/2015,02:00,69077
18/01/2015,02:15,75509
18/01/2015,02:30,65623
18/01/2015,02:45,69536
18/01/2015,03:00,79009
18/01/2015,03:15,63980
18/01/2015,03:30,75621
18/01/2015,03:45,79930
18/01/2015,04:00,74569
18/01/2015,04:15,79671
18/01/2015,04:30,74538
18/01/2015,04:45,74003
18/01/2015,05:00,79908
18/01/2015,05:15,63499
18/01/2015,05:30,79953
18/01/2015,05:45,69429
18/01/2015,06:00,78994
18/01/2015,06:15,69002
18/01/2015,06:30,64141
18/01/2015,06:45,60495
18/01/2015,07:00,67413
18/01/2015,07:15,61189
18/01/2015,07:30,68671
18/01/2015,07:45,79147
18/01/2015,08:00,61599
18/01/2015,08:15,67160
18/01/2015,08:30,61670
18/01/2015,08:45,78718
18/01/2015,09:00,73272
18/01/2015,09:15,68179
18/01/2015,09:30,63122
18/01/2015,09:45,62870
18/01/2015,10:00,77207
18/01/2015,10:15,77624
18/01/2015,10:30,70249
18/01/2015,10:45,73946
18/01/2015,11:00,65045
18/01/2015,11:15,63101
18/01/2015,11:30,68050
18/01/2015,11:45,77645
18/01/2015,12:00,71907
18/01/2015,12:15,74398
18/01/2015,12:30,67530
18/01/2015,12:45,79210
18/01/2015,13:00,78468
18/01/2015,13:15,61523
18/01/2015,13:30,62285
18/01/2015,13:45,64512
18/01/2015,14:00,72070
18/01/2015,14:15,62025
18/01/2015,14:30,66157
18/01/2015,14:45,65434
18/01/2015,15:00,61440
18/01/2015,15:15,63410
18/01/2015,15:30,72555
18/01/2015,15:45,65132
18/01/2015,16:00,79846
18/01/2015,16:15,66488
18/01/2015,16:30,70481
18/01/2015,16:45,61152
18/01/2015,17:00,62393
18/01/2015,17:15,75299
18/01/2015,17:30,73876
18/01/2015,17:45,77376
18/01/2015,18:00,66231
18/01/2015,18:15,74265
18/01/2015,18:30,78160
18/01/2015,18:45,67020
18/01/2015,19:00,66193
18/01/2015,19:15,69853
18/01/2015,19:30,61535
18/01/2015,19:45,66899
18/01/2015,20:00,63598
18/01/2015,20:15,75060
18/01/2015,20:30,61696
18/01/2015,20:45,78362
18/01/2015,21:00,79157
18/01/2015,21:15,64252
18/01/2015,21:30,62996
18/01/2015,21:45,63499
18/01/2015,22:00,73325
18/01/2015,22:15,72648
18/01/2015,22:30,78545
18/01/2015,22:45,67275
18/01/2015,23:00,77476
18/01/2015,23:15,75995
18/01/2015,23:30,63504
18/01/2015,23:45,76212
19/01/2015,00:00,74659
19/01/2015,00:15,65238
19/01/2015,00:30,71449
19/01/2015,00:45,60158
19/01/2015,01:00,62781
19/01/2015,01:15,75731
19/01/2015,01:30,60677
19/01/2015,01:45,62971
19/01/2015,02:00,65756
19/01/2015,02:15,74277
19/01/2015,02:30,71946
19/01/2015,02:45,75057
19/01/2015,03:00,68485
19/01/2015,03:15,63643
19/01/2015,03:30,68759
19/01/2015,03:45,76511
19/01/2015,04:00,66157
19/01/2015,04:15,77606
19/01/2015,04:30,61106
19/01/2015,04:45,76049
19/01/2015,05:00,66873
19/01/2015,05:15,78227
19/01/2015,05:30,76290
19/01/2015,05:45,63762
19/01/2015,06:00,73172
19/01/2015,06:15,62993
19/01/2015,06:30,67504
19/01/2015,06:45,63330
19/01/2015,07:00,66934
19/01/2015,07:15,70488
19/01/2015,07:30,66852
19/01/2015,07:45,73577
19/01/2015,08:00,75404
19/01/2015,08:15,65943
19/01/2015,08:30,63463
19/01/2015,08:45,68933
19/01/2015,09:00,75461
19/01/2015,09:15,78976
19/01/2015,09:30,73336
19/01/2015,09:45,68151
19/01/2015,10:00,75626
19/01/2015,10:15,60543
19/01/2015,10:30,77274
19/01/2015,10:45,76363
19/01/2015,11:00,66266
19/01/2015,11:15,62731
19/01/2015,11:30,64809
19/01/2015,11:45,76543
19/01/2015,12:00,72948
19/01/2015,12:15,63704
19/01/2015,12:30,60157
19/01/2015,12:45,72188
19/01/2015,13:00,78870
19/01/2015,13:15,68649
19/01/2015,13:30,76019
19/01/2015,13:45,77987
19/01/2015,14:00,75955
19/01/2015,14:15,66558
19/01/2015,14:30,65139
19/01/2015,14:45,78284
19/01/2015,15:00,71750
19/01/2015,15:15,76796
19/01/2015,15:30,64957
19/01/2015,15:45,61078
19/01/2015,16:00,67676
19/01/2015,16:15,74270
19/01/2015,16:30,74779
19/01/2015,16:45,68285
19/01/2015,17:00,69802
19/01/2015,17:15,68962
19/01/2015,17:30,67392
19/01/2015,17:45,70006
19/01/2015,18:00,62014
19/01/2015,18:15,68655
19/01/2015,18:30,77623
19/01/2015,18:45,73449
19/01/2015,19:00,74167
19/01/2015,19:15,60820
19/01/2015,19:30,68482
19/01/2015,19:45,75794
19/01/2015,20:00,66883
19/01/2015,20:15,61699
19/01/2015,20:30,71817
19/01/2015,20:45,78997
19/01/2015,21:00,66031
19/01/2015,21:15,79253
19/01/2015,21:30,66140
19/01/2015,21:45,70448
19/01/2015,22:00,71806
19/01/2015,22:15,66527
19/01/2015,22:30,77563
19/01/2015,22:45,63764
19/01/2015,23:00,71818
19/01/2015,23:15,79576
19/01/2015,23:30,70792
19/01/2015,23:45,70544
20/01/2015,00:00,75522
20/01/2015,00:15,64657
20/01/2015,00:30,64172
20/01/2015,00:45,69317
20/01/2015,01:00,78343
20/01/2015,01:15,74620
20/01/2015,01:30,62115
20/01/2015,01:45,76785
20/01/2015,02:00,79827
20/01/2015,02:15,79430
20/01/2015,02:30,76540
20/01/2015,02:45,75379
20/01/2015,03:00,74872
20/01/2015,03:15,68417
20/01/2015,03:30,63749
20/01/2015,03:45,75821
20/01/2015,04:00,74809
20/01/2015,04:15,64309
20/01/2015,04:30,63339
20/01/2015,04:45,65219
20/01/2015,05:00,77959
20/01/2015,05:15,70824
20/01/2015,05:30,77432
20/01/2015,05:45,66573
20/01/2015,06:00,69754
20/01/2015,06:15,61021
20/01/2015,06:30,65893
20/01/2015,06:45,73111
20/01/2015,07:00,72891
20/01/2015,07:15,66428
20/01/2015,07:30,76502
20/01/2015,07:45,70071
20/01/2015,08:00,79680
20/01/2015,08:15,60495
20/01/2015,08:30,64654
20/01/2015,08:45,60316
20/01/2015,09:00,70069
20/01/2015,09:15,70459
20/01/2015,09:30,64147
20/01/2015,09:45,75060
20/01/2015,10:00,68358
20/01/2015,10:15,71244
20/01/2015,10:30,70562
20/01/2015,10:45,71856
20/01/2015,11:00,65391
20/01/2015,11:15,76422
20/01/2015,11:30,76604
20/01/2015,11:45,60445
20/01/2015,12:00,72202
20/01/2015,12:15,65328
20/01/2015,12:30,78687
20/01/2015,12:45,71440
20/01/2015,13:00,68211
20/01/2015,13:15,74572
20/01/2015,13:30,63471
20/01/2015,13:45,72461
20/01/2015,14:00,78269
20/01/2015,14:15,72060
20/01/2015,14:30,72206
20/01/2015,14:45,71231
20/01/2015,15:00,67282
20/01/2015,15:15,79250
20/01/2015,15:30,60731
20/01/2015,15:45,69575
20/01/2015,16:00,71677
20/01/2015,16:15,72866
20/01/2015,16:30,73553
20/01/2015,16:45,71217
20/01/2015,17:00,62153
20/01/2015,17:15,76905
20/01/2015,17:30,75314
20/01/2015,17:45,67945
20/01/2015,18:00,70724
20/01/2015,18:15,64721
20/01/2015,18:30,67995
20/01/2015,18:45,64040
20/01/2015,19:00,70618
20/01/2015,19:15,74377
20/01/2015,19:30,65715
20/01/2015,19:45,71138
20/01/2015,20:00,77702
20/01/2015,20:15,64914
20/01/2015,20:30,65015
20/01/2015,20:45,73247
20/01/2015,21:00,67191
20/01/2015,21:15,73831
20/01/2015,21:30,65203
20/01/2015,21:45,77934
20/01/2015,22:00,68045
20/01/2015,22:15,79510
20/01/2015,22:30,65522
20/01/2015,22:45,65967
20/01/2015,23:00,74090
20/01/2015,23:15,75079
20/01/2015,23:30,63640
20/01/2015,23:45,60178
21/01/2015,00:00,72143
21/01/2015,00:15,77670
21/01/2015,00:30,70075
21/01/2015,00:45,76007
21/01/2015,01:00,75287
21/01/2015,01:15,75956
21/01/2015,01:30,62982
21/01/2015,01:45,69742
21/01/2015,02:00,78383
21/01/2015,02:15,76526
21/01/2015,02:30,70107
21/01/2015,02:45,76960
21/01/2015,03:00,64069
21/01/2015,03:15,79704
21/01/2015,03:30,69628
21/01/2015,03:45,61328
21/01/2015,04:00,76589
21/01/2015,04:15,79795
21/01/2015,04:30,61570
21/01/2015,04:45,78087
21/01/2015,05:00,67611
21/01/2015,05:15,60258
21/01/2015,05:30,78006
21/01/2015,05:45,69367
21/01/2015,06:00,68710
21/01/2015,06:15,79635
21/01/2015,06:30,77070
21/01/2015,06:45,78161
21/01/2015,07:00,71254
21/01/2015,07:15,74411
21/01/2015,07:30,68579
21/01/2015,07:45,68992
21/01/2015,08:00,60587
21/01/2015,08:15,67723
21/01/2015,08:30,72621
21/01/2015,08:45,63787
21/01/2015,09:00,79464
21/01/2015,09:15,79340
21/01/2015,09:30,74566
21/01/2015,09:45,76642
21/01/2015,10:00,65918
21/01/2015,10:15,62150
21/01/2015,10:30,60849
21/01/2015,10:45,78320
21/01/2015,11:00,66901
21/01/2015,11:15,69868
21/01/2015,11:30,78383
21/01/2015,11:45,73356
21/01/2015,12:00,77039
21/01/2015,12:15,77120
21/01/2015,12:30,66616
21/01/2015,12:45,65948
21/01/2015,13:00,63390
21/01/2015,13:15,79813
21/01/2015,13:30,69751
21/01/2015,13:45,76706
21/01/2015,14:00,72461
21/01/2015,14:15,69726
21/01/2015,14:30,64895
21/01/2015,14:45,64431
21/01/2015,15:00,78029
21/01/2015,15:15,67915
21/01/2015,15:30,79760
21/01/2015,15:45,66627
21/01/2015,16:00,73698
21/01/2015,16:15,71272
21/01/2015,16:30,65021
21/01/2015,16:45,64726
21/01/2015,17:00,72234
21/01/2015,17:15,74587
21/01/2015,17:30,77898
21/01/2015,17:45,66205
21/01/2015,18:00,79514
21/01/2015,18:15,69794
21/01/2015,18:30,75103
21/01/2015,18:45,60010
21/01/2015,19:00,70294
